marketing,ventas
28569,264932
11551,110260
15017,140204
47174,429081
24059,217675
9301,88172
31954,288698
30833,274977
32414,299551
36654,341024
5872,58649
18890,175992
35798,324894
13373,125009
5511,56316
48172,439795
33738,309089
41894,390185
27050,249493
39168,357884
17579,163912
36116,335349
43354,390180
10240,96433
39140,360376
48552,444402
33341,302972
33950,314630
1194,15837
43929,401547
40741,387387
45337,417155
29743,277315
10934,105127
43715,412859
10081,95575
24014,217001
3148,33438
4619,47356
17824,164876
14051,131914
34440,319052
31280,284086
30295,278608
43001,390762
21738,207473
42021,393198
18423,171905
36174,326912
37866,349602
24440,229699
39014,349781
34360,306199
16987,153921
34340,321936
27097,243948
32406,304457
32095,294275
9607,91355
29329,269852
42670,391241
18903,175563
24238,225412
39954,363972
15595,144205
27672,256532
32056,286388
44751,403182
11067,104754
42918,391948
3327,34850
8881,84222
41757,379158
34096,318328
4164,42674
11401,107553
27071,251194
39779,371354
47656,431947
48208,435763
6119,59433
14694,130674
32066,298333
11678,110446
9852,95159
38684,354730
43730,394814
33976,310038
22957,217116
30218,275555
25286,231757
25761,237325
34756,318507
33553,303201
40182,356302
6811,67267
39809,374826
3058,32928
49808,446880
8201,80313
40049,370313
35842,332942
44970,397021
43048,386300
3346,35332
46220,416061
32096,293216
25484,230277
46159,430529
38256,351818
31769,292392
15737,147467
39709,361046
36133,327250
46974,430242
49235,450493
8222,77427
34563,323618
45573,415607
21202,194549
28423,261903
43201,389473
35634,323580
28258,253965
45104,407256
26547,244051
37040,332625
32119,296741
32203,300399
17131,162544
46735,424950
26591,243619
43706,385521
8304,79717
46330,414410
11103,106530
22679,211499
36582,327951
3911,39613
11034,102501
6469,64106
10024,93212
6276,61709
4699,47235
40413,374532
2974,31601
26756,236650
40736,368832
39655,357832
4265,44501
42462,383210
32898,298010
43549,398581
34457,314809
39789,364621
33959,306951
11607,109337
44672,411876
518,9674
10818,103476
26677,246761
23642,216029
13627,125818
34430,322886
6409,62825
36518,331445
38703,363996
23312,211112
15330,146429
40238,373611
26973,246731
38177,352143
33676,308175
7477,71055
22780,208564
8168,79514
35752,314065
38176,348578
25212,235997
37407,337495
22760,210101
30571,276069
2292,24962
32086,295114
42027,384816
14942,138759
21191,193659
27528,257536
1137,15176
46428,425449
6595,63705
26644,241376
5482,52984
36843,342299
23669,216333
14823,139793
49400,445984
45268,416405
48807,442245
13585,127409
17893,168026
14051,131980
41040,385945
23832,220433
5643,56120
44790,415636
934,13361
35986,338989
24826,226548
41176,370309
38151,359571
18504,163543
33997,311822
18867,171026
8904,86467
4048,40803
35939,327540
2634,28310
45479,414204
11955,111719
34461,315844
30651,280619
44678,407900
14311,133080
24197,223922
40659,373468
17726,163227
16041,148630
22985,220498
24481,226884
27965,260716
46421,422880
26753,241952
18825,170923
38241,351443
45458,414541
18191,169959
15953,144145
13349,123797
10058,96286
31497,281113
1138,15331
41830,388082
34382,310047
32391,295622
20163,186430
3626,38709
26609,246418
14620,137342
17165,155894
29981,275760
49297,445123
37223,344560
37035,342216
1799,21104
27485,258361
40187,375045
13538,124236
35787,323471
11938,113895
21805,200899
44618,395031
29790,272604
5638,55232
41899,385600
9992,96378
22611,204925
28144,254565
5175,50832
5684,56478
21266,198347
43295,393338
42747,394612
26416,242171
24300,227619
49514,434154
27631,248092
11465,108335
48195,440185
15876,144914
46420,408704
49634,455647
7250,70566
6762,67776
36442,337358
4027,41842
5955,58743
7311,70749
43415,399506
26048,238358
19123,179120
29542,269231
11680,109456
2372,26674
21812,201981
31705,280925
18352,171308
36449,319452
46219,427193
35842,330788
41856,389300
49580,444921
34805,313175
42429,383356
23252,211960
32065,285160
29457,268143
20676,189484
20394,190318
1191,16047
9432,89889
23036,211344
45573,423393
32739,304935
1098,14820
28709,265104
973,13569
36427,328896
37236,344226
29146,265253
48807,446947
42835,385694
17734,166262
5691,55661
40687,373303
45977,416539
49188,442154
35361,325226
4986,49154
12454,117676
30341,279734
40983,364718
32743,301917
12806,119780
35559,327798
1950,22603
18141,169432
8694,82790
15757,143094
6411,63354
22907,214415
28041,254524
24839,234736
30888,282606
5757,56605
49689,454616
26217,240553
5178,51128
16889,156571
25507,235484
47337,427840
16815,151202
16698,159786
48840,449439
48690,443042
6657,62105
31487,286608
26001,237600
21672,197492
10894,102715
36517,332486
34639,321035
20083,188143
13523,126282
44192,404394
14772,139550
28953,265044
21767,206684
38818,355341
8341,79328
3252,34489
38581,353601
39573,354564
10657,100434
10834,103014
33262,310174
41468,382903
4435,45805
46462,426835
35650,326564
15748,145548
21257,201896
23261,213642
29251,268162
25257,231530
23972,220310
3087,32435
32304,294066
36068,322944
46181,411687
36126,330570
23284,212802
39735,368609
36841,340201
29950,279225
19877,185466
30258,272183
547,9938
48580,433680
12659,120888
24360,220830
41145,375999
43641,408202
35821,328854
45275,408476
33107,303246
19055,174849
21641,197354
6808,66755
34788,317246
9004,85696
12207,115724
32309,293456
13057,124586
25967,241649
43617,388420
39185,358185
17273,162200
47544,434424
5144,53028
43475,397481
32704,307680
31174,281724
42372,393886
27759,256811
24687,227535
40931,371332
17920,161976
20416,187839
5607,57473
6864,65882
7133,68992
12916,118886
13156,121931
41481,377558
12224,112828
49396,446165
7414,71874
44703,398582
30562,278636
7322,69789
11432,108459
33575,301035
22619,206270
39816,357175
29533,279533
36550,329151
21776,202874
42000,377623
28719,265224
16275,149559
37406,336435
36560,332536
49296,448178
29827,284865
26523,244763
19143,177287
39543,364065
20281,187696
930,13339
21137,197367
1922,22391
18585,165646
36784,328898
37961,346125
10639,102221
10730,102568
9570,90846
16874,162156
15769,146842
37887,350782
26701,242764
5559,54785
47920,432548
32499,302481
45693,412534
6749,63949
39509,359556
38267,348168
25505,235688
22414,207265
23301,217425
8399,79669
15358,143156
1249,15876
42042,384439
20474,186295
34865,325084
10302,98210
21919,199948
3810,39283
44647,406050
29703,267905
49838,446216
15054,138979
28807,263192
9163,88800
22531,211600
3731,38940
36423,330949
33387,306733
28974,266108
9338,88309
32017,287978
43245,391473
37942,349094
48712,452943
34857,318760
28684,264814
21695,198555
7874,74447
44523,400255
12983,122806
21519,196034
20476,192999
11592,111727
29480,269845
41340,378204
15801,147778
13586,126805
48242,435306
6123,60341
41198,377124
10178,98521
1400,17314
22996,211384
29995,272904
31379,290601
35758,327345
14385,135216
17451,165111
36466,324393
9763,93119
46052,419046
38707,352301
43984,395860
4439,44865
19113,178366
18278,173534
3978,39398
4864,49159
25970,235662
43760,390653
24107,222429
43059,391576
25831,237926
47010,434944
7027,69241
39631,357791
35336,326027
30514,281227
37245,341247
16713,155183
35195,319682
49284,456628
10789,104542
23790,219734
41475,371600
33350,320881
18579,173692
25873,232821
2431,27714
15283,140623
10442,98124
9495,91647
6253,61133
44933,401287
40637,377202
27850,251086
16252,148962
20972,192281
40173,362957
14050,133764
43260,399560
13758,130792
9551,90147
34828,326062
9363,86484
10012,96506
43506,409847
21307,193849
4944,47805
8258,78258
12567,116504
48149,451882
2432,26960
27634,245208
27451,249817
42236,395023
48887,443084
7497,74405
9120,88004
40606,379925
40932,372547
15633,148714
39583,362258
24044,226861
5708,56002
33420,300501
40130,357620
12557,118544
25892,235918
13165,123542
15329,146791
1483,18423
18185,170506
44496,404006
13792,129165
29288,266968
40939,368018
30485,279620
16673,151170
40341,372672
48690,448458
26331,236350
40575,377530
35637,323134
34921,314133
3023,31657
34621,321026
3279,34855
16603,151944
48680,442260
3072,32128
41830,378788
3730,38792
20459,192200
19237,175198
40682,372675
4074,41178
30881,273612
42842,380756
7916,76812
12281,116308
46120,404038
36309,335493
30049,278939
2132,24372
47203,438357
13733,129259
21738,199688
45832,411038
11247,104085
47579,432883
46783,422995
29951,273296
46852,424453
25671,234522
40612,354118
10979,102645
11699,111477
22467,202668
10336,97113
11124,105827
47164,426215
3862,39321
29745,274563
19425,178804
9122,86609
13794,132668
1300,16707
30557,274627
876,12886
40344,371398
39091,353914
43719,391811
5703,56460
39901,360482
36370,329925
18726,170915
14107,130116
3705,38419
23373,216439
2906,31222
38385,351635
40036,361275
3713,39612
7636,73101
44546,408000
19137,173860
39491,354580
38005,347872
30341,275302
49608,436319
6603,63335
20114,183181
4934,50823
28505,262411
31355,285759
9317,90846
22075,208225
35040,317269
14200,133553
40611,377904
41720,383392
35165,327530
45631,415046
40134,382338
19321,175463
28487,258493
34932,316499
38192,354079
9000,85960
40758,364983
41909,379261
33119,299945
40438,369121
15751,145066
603,10183
8246,80927
8228,79311
48830,452059
27673,247983
27634,257395
42279,387169
14415,136180
18956,175739
17173,160109
33706,304155
36544,333623
45446,414689
22342,203156
40869,381085
2408,26788
22647,206881
44571,398620
2830,30533
42813,392771
30687,283198
35690,330944
27628,250843
49166,455894
37524,345070
48011,433102
1726,20237
14148,130647
23673,216566
4839,49129
2542,27819
22726,214292
11376,107137
37919,343385
8157,77927
49752,447490
47020,441187
2572,28125
16074,150684
24852,219935
14664,138582
34912,318383
2950,31754
13744,130606
2134,24026
32131,296484
22789,208989
32184,294008
21952,198582
9890,94092
34326,311609
44849,413195
2895,31041
30605,273458
8091,79394
769,11908
39447,361669
6206,59878
7256,72281
34616,317415
1973,22269
38350,350587
14252,130221
21529,199572
35383,327599
21415,198418
18368,166245
10285,97982
41325,379479
37175,335796
23458,215910
36503,332265
46660,428454
19064,175009
20906,192291
40690,377143
3824,38967
9024,89093
3806,39477
7442,71625
26184,241769
12229,113975
41752,368105
45728,413582
20976,189647
22279,207681
44466,395588
35462,334760
31019,289159
37710,351393
46283,430909
31188,288995
42732,392758
47044,429219
15166,138942
9918,95586
24319,219999
26195,244321
22148,211108
21783,200271
31651,290199
7898,75297
11693,111804
18998,176418
8848,82835
33788,316552
7511,73851
21856,200523
20299,187287
35414,316839
16135,151000
41189,375845
32112,296840
25653,238283
45985,420765
39229,343098
37672,350683
22926,208907
43924,398980
44383,418029
38130,354385
32391,301444
21823,204307
36878,341811
20687,193122
27094,250612
39586,362480
25332,230431
4529,46625
6433,63003
38561,355147
49978,454707
10115,96013
43811,404086
26057,243391
40842,369010
45163,409364
21248,194489
45035,421747
20458,195406
47541,424660
23061,217113
40574,369675
33951,308366
19779,183888
4590,45718
3981,41380
555,9950
24043,214985
7689,75688
15916,144582
28792,262849
21348,194068
47146,424177
36224,334593
14342,132802
12835,118651
36900,327683
27843,261883
10610,99716
8727,86123
9300,90711
9936,94580
47773,442825
9398,88215
6048,60501
30386,284740
46073,413889
12283,114363
30279,271765
29994,274608
25712,234888
40121,369133
986,13621
16015,146946
47170,422252
36293,331576
38271,338788
37734,356223
32171,293877
32057,291250
45752,426500
34998,324078
49690,453713
5627,54714
34798,319912
31462,286862
41831,380646
5617,53414
45331,404860
20979,189619
40676,376377
1206,15908
31227,276277
38115,351576
48591,438986
19808,185688
19453,182304
39666,369959
49614,447177
17568,167468
4525,45111
38042,341935
3882,39669
48824,439356
41415,384784
8811,84558
33634,315525
17018,160236
9186,86848
17339,159663
1430,17854
39282,350531
48928,449998
11994,114537
17621,163982
12349,114809
35062,323676
6031,58647
10007,92762
33002,296824
49832,466299
16094,149679
43797,390466
14318,134985
38363,349747
42591,382469
17827,165488
11483,107492
30909,280022
49399,453319
49811,458115
45294,410325
46742,421459
35263,324997
28990,275837
29913,274981
25535,230564
45252,396646
3188,34173
23688,220704
28797,259348
18364,167715
22452,206295
17234,164722
43383,389199
44755,404028
49592,451900
13274,127434
34575,312030
12291,118026
21030,189764
4953,49249
1283,16347
45424,418217
29725,268257
17008,161366
13153,126056
4227,43230
39437,353710
39781,353589
42317,397371
6161,62059
40128,372178
42961,398511
37597,344555
7764,74172
46090,422128
43785,404090
5462,52965
18613,167680
28482,259086
21694,195731
17364,161812
4588,46521
25587,225537
17423,167396
17845,166049
13651,128557
40496,362632
7606,74480
9928,92821
40736,369984
42661,394373
17473,164008
7269,70827
48180,439220
16923,157391
33117,302100
10255,97258
2979,31795
44055,398567
22115,205243
26146,236103
32657,296248
31835,283042
5094,51422
35897,328874
45671,422709
32092,298141
24022,224276
22352,204759
41936,376634
42906,397857
22786,212354
5772,57741
19502,176362
42953,393955
25676,240770
43801,402881
7497,74090
41828,378736
41970,375991
29203,267605
13154,122307
2162,24375
32562,291627
25978,243286
20667,192493
33247,294982
29945,272702
1575,19253
47752,435329
3305,34461
43350,397658
44233,387519
35664,324138
10261,97286
5220,51410
2916,31197
1749,20438
31381,292882
16404,150755
46460,422435
41962,381796
3774,39832
6876,65805
30396,271933
4691,46359
7468,73346
40845,378020
14955,140987
22608,209353
48860,441918
45332,407566
38246,344368
14474,134722
3487,35988
8413,80087
18449,172850
46132,425745
24743,223920
38641,350717
3167,34065
41931,390651
40636,368180
32413,298717
5790,57655
6341,62092
46816,417857
27777,247899
45949,422727
45874,406785
8816,84858
34781,325203
30018,266122
40512,377133
45829,421671
33260,305076
40611,378642
20239,185840
23296,210769
13076,123907
8200,82162
41061,373128
24217,229904
33762,297544
14870,135778
14138,132905
18615,173825
10279,97757
45408,422007
33105,293854
12055,115692
4040,42516
42761,386956
16974,159081
22408,201427
30197,270397
3338,35172
35716,327516
12026,113473
34244,314241
8106,78757
29651,273262
39343,353692
49461,446434
44858,412628
7717,73954
21873,202192
27539,255860
13604,126413
31366,289635
38844,342400
9998,95290
14666,139173
25884,236083
24976,233696
41920,389862
24000,223391
8836,84387
2603,28378
9445,89540
7781,75799
11719,108907
23016,212687
10775,103302
42311,398984
38387,346824
36725,336961
34694,315497
32561,300259
31530,286254
30827,281079
48746,455348
16664,155012
15075,143088
39282,370845
832,12396
27879,257097
31344,286929
48569,442343
35307,321387
26342,235070
6922,67539
30151,274476
49853,453769
1314,16755
14787,135959
9197,87130
6446,63569
1543,18691
46591,425074
30599,285166
2099,23484
30308,275352
46580,425081
27065,251854
41578,390796
30928,283282
41611,379186
5133,50312
35294,328014
2643,28595
46247,432328
40640,360299
45370,410140
5805,56672
4092,41446
34233,320342
3879,39617
7772,73980
3178,33959
24458,221579
46694,432779
4891,47845
9570,90208
22449,207158
31858,294062
48824,453367
46561,420616
14249,133313
21501,193054
23615,220894
28217,255956
18662,175505
30149,277806
32365,287152
31312,286727
47019,415258
19653,180780
30120,270205
45931,409864
4800,48764
6221,62782
5754,56367
5542,55208
7667,74289
10196,97405
33027,304202
41609,382902
1987,22671
35983,342590
9152,85954
48846,445862
42750,393863
1944,22521
15725,147978
22512,204087
27480,247021
21884,199680
32360,289994
36444,328320
29680,266557
20586,191316
11754,111094
24872,226253
19383,179559
23642,216682
19137,175567
11037,104606
47149,424964
11992,112676
46906,423491
10558,97825
11067,104639
21250,197171
38152,351481
12591,119365
13945,129991
21271,196114
23034,214560
11155,106857
35472,320437
27013,256759
33229,305467
21485,190586
10727,104177
